Entry_Date,Previous_timesheet_status,Current_timesheet_status,Full_name,Employee_number,Person_status,Employment_type,Client_name,Job_name,Hours,Task_name,Billing_rate,Cost,Time_Entry_ID,Timesheet_ID,Person_ID,Client_ID,Job_ID,Task_ID
8/20/2014,open,locked,Shirley Weise,na,Active,Employee,QWERTY Logistics,Cloud migration,4.5,Meeting,190,10,1203546,1373929,100000003,100000011,100000014,100000002
8/24/2014,open,locked,Gregory Standifer,na,Active,Employee,Sirius Cybernetics Corp.,New product lineup,3.25,Meeting,190,10,1262137,1042180,100000003,100000013,100000009,100000002
7/6/2014,open,locked,Michael Bonner,na,Active,Employee,Stark Industries,Project Molybdenum,4,Meeting,190,10,1815000,1296149,100000003,100000004,100000001,100000002
8/21/2014,open,locked,Claudia Mendes,na,Active,Employee,Nakatomi Trading Corp.,Export feature,3,Meeting,190,10,1833812,1071872,100000003,100000000,100000015,100000002
8/29/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Export feature,4.5,Meeting,190,10,1888051,1424844,100000003,100000006,100000015,100000002
8/22/2014,open,locked,Shirley Weise,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,2,Meeting,190,10,1236647,1053869,100000003,100000000,100000014,100000002
7/4/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Cloud migration,1,Meeting,190,10,1477119,1324919,100000003,100000004,100000014,100000002
6/29/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Cloud migration,5.75,Meeting,190,10,1013817,1592943,100000003,100000006,100000014,100000002
8/24/2014,open,locked,Gregory Standifer,na,Active,Employee,Nakatomi Trading Corp.,Fall marketing campaign,5.5,Meeting,190,10,1453253,1392382,100000003,100000000,100000012,100000002
8/17/2014,open,locked,Stephen Harmon,na,Active,Employee,Stark Industries,Payroll integration,4.5,Meeting,190,10,1649945,1400917,100000003,100000004,100000005,100000002
8/4/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,4.75,Meeting,190,10,1381676,1478927,100000003,100000013,100000012,100000002
7/2/2014,open,locked,Ray Price,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,5.25,Meeting,190,10,1561602,1203607,100000003,100000013,100000015,100000002
7/31/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,API v2.0 update,1,Meeting,190,10,1977632,1259812,100000003,100000006,100000007,100000002
8/5/2014,open,locked,Michael Bonner,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,5.25,Meeting,190,10,1086350,1988409,100000003,100000000,100000014,100000002
7/11/2014,open,locked,Jackie Winfield,na,Active,Employee,Nakatomi Trading Corp.,API v2.0 update,1.75,Meeting,190,10,1609307,1977694,100000003,100000000,100000007,100000002
6/13/2014,open,locked,Paul Pilkington,na,Active,Employee,QWERTY Logistics,Project Molybdenum,3.75,Meeting,190,10,1584733,1086888,100000003,100000011,100000001,100000002
7/5/2014,open,locked,Michael Bonner,na,Active,Employee,Stark Industries,Payroll integration,5,Meeting,190,10,1647091,1091519,100000003,100000004,100000005,100000002
6/7/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,Cloud migration,0,Meeting,190,10,1893675,1912372,100000003,100000010,100000014,100000002
7/5/2014,open,locked,Ray Price,na,Active,Employee,Sirius Cybernetics Corp.,Fall marketing campaign,0,Meeting,190,10,1346519,1864021,100000003,100000013,100000012,100000002
7/1/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,Payroll integration,2.25,Meeting,190,10,1871935,1932915,100000003,100000004,100000005,100000002
7/20/2014,open,locked,Gregory Standifer,na,Active,Employee,Mammoth Pictures,Export feature,4.25,Meeting,190,10,1085044,1978903,100000003,100000006,100000015,100000002
8/30/2014,open,locked,Gregory Standifer,na,Active,Employee,Mammoth Pictures,Export feature,1.5,Meeting,190,10,1644488,1867498,100000003,100000006,100000015,100000002
8/15/2014,open,locked,Ray Price,na,Active,Employee,Stark Industries,API v2.0 update,5.5,Meeting,190,10,1114635,1696548,100000003,100000004,100000007,100000002
7/11/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Nakatomi Trading Corp.,API v2.0 update,2.25,Meeting,190,10,1336352,1198383,100000003,100000000,100000007,100000002
6/21/2014,open,locked,Gregory Standifer,na,Active,Employee,Sirius Cybernetics Corp.,New product lineup,0.75,Meeting,190,10,1980233,1868261,100000003,100000013,100000009,100000002
7/15/2014,open,locked,Ray Price,na,Active,Employee,Mammoth Pictures,Project Molybdenum,3.75,Meeting,190,10,1465881,1032383,100000003,100000006,100000001,100000002
6/30/2014,open,locked,Michael Bonner,na,Active,Employee,North Central Positronics,Cloud migration,4,Meeting,190,10,1976914,1189209,100000003,100000010,100000014,100000002
7/8/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,New product lineup,3,Meeting,190,10,1936324,1227837,100000003,100000004,100000009,100000002
8/28/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,New product lineup,1,Meeting,190,10,1982969,1572771,100000003,100000006,100000009,100000002
6/11/2014,open,locked,Stephen Harmon,na,Active,Employee,Stark Industries,Cloud migration,3.25,Meeting,190,10,1310065,1826905,100000003,100000004,100000014,100000002
6/5/2014,open,locked,Michael Bonner,na,Active,Employee,Stark Industries,Cloud migration,1.5,Meeting,190,10,1312492,1202354,100000003,100000004,100000014,100000002
7/26/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,Cloud migration,5,Meeting,190,10,1386180,1523562,100000003,100000008,100000014,100000002
6/17/2014,open,locked,Gregory Standifer,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,5.75,Meeting,190,10,1322156,1773914,100000003,100000008,100000012,100000002
7/3/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,API v2.0 update,1.5,Meeting,190,10,1823004,1846413,100000003,100000006,100000007,100000002
6/8/2014,open,locked,Claudia Mendes,na,Active,Employee,Mammoth Pictures,Project Molybdenum,2,Meeting,190,10,1160717,1575888,100000003,100000006,100000001,100000002
7/18/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,New product lineup,5.5,Meeting,190,10,1291280,1631966,100000003,100000011,100000009,100000002
8/6/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Nakatomi Trading Corp.,Fall marketing campaign,1.5,Meeting,190,10,1449323,1407627,100000003,100000000,100000012,100000002
6/21/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Project Molybdenum,4,Meeting,190,10,1805985,1798786,100000003,100000006,100000001,100000002
8/25/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,API v2.0 update,2.25,Meeting,190,10,1510249,1698868,100000003,100000011,100000007,100000002
6/18/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,API v2.0 update,3,Meeting,190,10,1001375,1151142,100000003,100000011,100000007,100000002
7/27/2014,open,locked,Stephen Harmon,na,Active,Employee,Western Gas & Electric,Export feature,1.25,Meeting,190,10,1966238,1050474,100000003,100000008,100000015,100000002
8/2/2014,open,locked,Shirley Weise,na,Active,Employee,Western Gas & Electric,API v2.0 update,4.25,Meeting,190,10,1153427,1381330,100000003,100000008,100000007,100000002
6/30/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Fall marketing campaign,1.25,Meeting,190,10,1146332,1755593,100000003,100000006,100000012,100000002
7/18/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,5.5,Meeting,190,10,1296173,1169587,100000003,100000013,100000014,100000002
7/30/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Cloud migration,5.75,Meeting,190,10,1433354,1818524,100000003,100000004,100000014,100000002
7/22/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,Project Molybdenum,5,Meeting,190,10,1670255,1399039,100000003,100000004,100000001,100000002
6/4/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,API v2.0 update,3.75,Meeting,190,10,1124813,1736641,100000003,100000008,100000007,100000002
8/17/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,Payroll integration,1.75,Meeting,190,10,1638177,1503053,100000003,100000006,100000005,100000002
8/31/2014,open,locked,Jackie Winfield,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,4.25,Meeting,190,10,1030103,1951919,100000003,100000013,100000007,100000002
6/5/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,Export feature,5.25,Meeting,190,10,1082556,1522196,100000003,100000006,100000015,100000002
7/31/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,Payroll integration,1.25,Meeting,190,10,1848258,1182656,100000003,100000006,100000005,100000002
7/10/2014,open,locked,Jackie Winfield,na,Active,Employee,Nakatomi Trading Corp.,New product lineup,0.75,Meeting,190,10,1069926,1809111,100000003,100000000,100000009,100000002
8/20/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,Fall marketing campaign,3.25,Meeting,190,10,1769590,1553561,100000003,100000010,100000012,100000002
8/3/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,Export feature,2.5,Meeting,190,10,1683579,1188825,100000003,100000011,100000015,100000002
6/28/2014,open,locked,Paul Pilkington,na,Active,Employee,Stark Industries,Export feature,3.25,Meeting,190,10,1788384,1130353,100000003,100000004,100000015,100000002
8/29/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,Cloud migration,0,Meeting,190,10,1799080,1491642,100000003,100000006,100000014,100000002
7/11/2014,open,locked,Stephen Harmon,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,3.5,Meeting,190,10,1189188,1000571,100000003,100000013,100000014,100000002
6/24/2014,open,locked,Jackie Winfield,na,Active,Employee,North Central Positronics,API v2.0 update,3.5,Meeting,190,10,1758711,1820616,100000003,100000010,100000007,100000002
6/17/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,0.5,Meeting,190,10,1993944,1503641,100000003,100000013,100000014,100000002
7/29/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,2.25,Meeting,190,10,1780611,1167715,100000003,100000013,100000007,100000002
8/2/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Cloud migration,4.5,Meeting,190,10,1398638,1416984,100000003,100000013,100000014,100000002
8/21/2014,open,locked,Michael Bonner,na,Active,Employee,Nakatomi Trading Corp.,Payroll integration,0.25,Meeting,190,10,1927574,1532678,100000003,100000000,100000005,100000002
7/10/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,New product lineup,1,Meeting,190,10,1680744,1183421,100000003,100000006,100000009,100000002
8/21/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,API v2.0 update,0.5,Meeting,190,10,1840474,1075076,100000003,100000000,100000007,100000002
7/27/2014,open,locked,Ray Price,na,Active,Employee,North Central Positronics,API v2.0 update,3.25,Meeting,190,10,1773174,1128869,100000003,100000010,100000007,100000002
6/21/2014,open,locked,Stephen Harmon,na,Active,Employee,North Central Positronics,New product lineup,4.75,Meeting,190,10,1506208,1922017,100000003,100000010,100000009,100000002
6/30/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,API v2.0 update,3.5,Meeting,190,10,1699361,1517731,100000003,100000011,100000007,100000002
7/29/2014,open,locked,Stephen Harmon,na,Active,Employee,QWERTY Logistics,Cloud migration,0,Meeting,190,10,1262646,1135046,100000003,100000011,100000014,100000002
8/7/2014,open,locked,Michael Bonner,na,Active,Employee,Western Gas & Electric,Export feature,0.75,Meeting,190,10,1196279,1753947,100000003,100000008,100000015,100000002
6/15/2014,open,locked,Ray Price,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,2.5,Meeting,190,10,1006124,1947990,100000003,100000013,100000001,100000002
7/16/2014,open,locked,Michael Bonner,na,Active,Employee,Mammoth Pictures,API v2.0 update,1.75,Meeting,190,10,1595238,1911894,100000003,100000006,100000007,100000002
6/24/2014,open,locked,William Borden,na,Active,Employee,North Central Positronics,Payroll integration,1,Meeting,190,10,1461926,1582406,100000003,100000010,100000005,100000002
6/28/2014,open,locked,Claudia Mendes,na,Active,Employee,Western Gas & Electric,Cloud migration,4.75,Meeting,190,10,1069989,1938098,100000003,100000008,100000014,100000002
7/27/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,Export feature,2.75,Meeting,190,10,1898678,1605712,100000003,100000000,100000015,100000002
6/15/2014,open,locked,Claudia Mendes,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,5,Meeting,190,10,1269887,1594087,100000003,100000008,100000012,100000002
7/14/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,Payroll integration,0.75,Meeting,190,10,1997764,1234397,100000003,100000013,100000005,100000002
6/11/2014,open,locked,Gregory Standifer,na,Active,Employee,North Central Positronics,New product lineup,5.75,Meeting,190,10,1255915,1417612,100000003,100000010,100000009,100000002
7/11/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Fall marketing campaign,1.75,Meeting,190,10,1089533,1074237,100000003,100000004,100000012,100000002
7/24/2014,open,locked,Gregory Standifer,na,Active,Employee,Nakatomi Trading Corp.,Project Molybdenum,0.25,Meeting,190,10,1561864,1950355,100000003,100000000,100000001,100000002
6/11/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,API v2.0 update,5.25,Meeting,190,10,1614900,1178871,100000003,100000004,100000007,100000002
6/25/2014,open,locked,William Borden,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,1.25,Meeting,190,10,1522143,1161964,100000003,100000013,100000001,100000002
7/1/2014,open,locked,Ray Price,na,Active,Employee,Nakatomi Trading Corp.,Payroll integration,0,Meeting,190,10,1703129,1245732,100000003,100000000,100000005,100000002
7/16/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,4,Meeting,190,10,1464757,1442152,100000003,100000013,100000015,100000002
7/5/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Western Gas & Electric,Project Molybdenum,1.25,Meeting,190,10,1584132,1775796,100000003,100000008,100000001,100000002
6/15/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,Cloud migration,2.5,Meeting,190,10,1168523,1505880,100000003,100000011,100000014,100000002
7/23/2014,open,locked,Michael Bonner,na,Active,Employee,Nakatomi Trading Corp.,Cloud migration,3.25,Meeting,190,10,1095605,1929046,100000003,100000000,100000014,100000002
6/26/2014,open,locked,Shirley Weise,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,3.75,Meeting,190,10,1099666,1222502,100000003,100000013,100000015,100000002
8/18/2014,open,locked,Shirley Weise,na,Active,Employee,Nakatomi Trading Corp.,Export feature,3.75,Meeting,190,10,1625385,1837437,100000003,100000000,100000015,100000002
7/27/2014,open,locked,Jackie Winfield,na,Active,Employee,Western Gas & Electric,API v2.0 update,3.5,Meeting,190,10,1851002,1479055,100000003,100000008,100000007,100000002
8/28/2014,open,locked,Claudia Mendes,na,Active,Employee,QWERTY Logistics,Cloud migration,1,Meeting,190,10,1302109,1449986,100000003,100000011,100000014,100000002
6/25/2014,open,locked,Claudia Mendes,na,Active,Employee,North Central Positronics,Fall marketing campaign,5.25,Meeting,190,10,1301835,1526972,100000003,100000010,100000012,100000002
6/30/2014,open,locked,Elizabeth Stewart,na,Active,Employee,North Central Positronics,Project Molybdenum,1.25,Meeting,190,10,1122265,1014037,100000003,100000010,100000001,100000002
6/29/2014,open,locked,Gregory Standifer,na,Active,Employee,Western Gas & Electric,Cloud migration,2,Meeting,190,10,1395885,1852608,100000003,100000008,100000014,100000002
6/12/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,API v2.0 update,2.25,Meeting,190,10,1961497,1336903,100000003,100000006,100000007,100000002
8/10/2014,open,locked,Ray Price,na,Active,Employee,QWERTY Logistics,Fall marketing campaign,3.75,Meeting,190,10,1467777,1888807,100000003,100000011,100000012,100000002
7/28/2014,open,locked,Paul Pilkington,na,Active,Employee,QWERTY Logistics,Export feature,2.25,Meeting,190,10,1496586,1164064,100000003,100000011,100000015,100000002
8/30/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,Project Molybdenum,3.75,Meeting,190,10,1853013,1319635,100000003,100000006,100000001,100000002
8/19/2014,open,locked,Jackie Winfield,na,Active,Employee,North Central Positronics,New product lineup,3.25,Meeting,190,10,1912544,1910161,100000003,100000010,100000009,100000002
8/9/2014,open,locked,Gregory Standifer,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,5.5,Meeting,190,10,1462565,1474134,100000003,100000013,100000001,100000002
6/9/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,Cloud migration,4.75,Meeting,190,10,1072081,1121989,100000003,100000010,100000014,100000002
7/19/2014,open,locked,Gregory Standifer,na,Active,Employee,Mammoth Pictures,Export feature,5.5,Meeting,190,10,1198265,1940339,100000003,100000006,100000015,100000002
8/16/2014,open,locked,Claudia Mendes,na,Active,Employee,Sirius Cybernetics Corp.,Export feature,4,Meeting,190,10,1338700,1089140,100000003,100000013,100000015,100000002
7/22/2014,open,locked,Paul Pilkington,na,Active,Employee,North Central Positronics,New product lineup,2,Meeting,190,10,1622129,1977521,100000003,100000010,100000009,100000002
6/21/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,Cloud migration,1.25,Meeting,190,10,1210137,1755326,100000003,100000011,100000014,100000002
8/6/2014,open,locked,Michael Bonner,na,Active,Employee,Western Gas & Electric,Fall marketing campaign,4.5,Meeting,190,10,1930685,1472759,100000003,100000008,100000012,100000002
6/15/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,Cloud migration,3.75,Meeting,190,10,1608282,1295747,100000003,100000011,100000014,100000002
6/8/2014,open,locked,Michael Bonner,na,Active,Employee,QWERTY Logistics,Project Molybdenum,5.5,Meeting,190,10,1981793,1245984,100000003,100000011,100000001,100000002
6/26/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,New product lineup,1,Meeting,190,10,1434540,1089569,100000003,100000006,100000009,100000002
8/1/2014,open,locked,Michael Bonner,na,Active,Employee,Stark Industries,Fall marketing campaign,3.5,Meeting,190,10,1826635,1151781,100000003,100000004,100000012,100000002
7/16/2014,open,locked,Claudia Mendes,na,Active,Employee,Nakatomi Trading Corp.,New product lineup,0.75,Meeting,190,10,1095621,1332937,100000003,100000000,100000009,100000002
8/11/2014,open,locked,Claudia Mendes,na,Active,Employee,QWERTY Logistics,Cloud migration,3.75,Meeting,190,10,1078272,1346842,100000003,100000011,100000014,100000002
8/12/2014,open,locked,Jackie Winfield,na,Active,Employee,Mammoth Pictures,API v2.0 update,4.25,Meeting,190,10,1035713,1541964,100000003,100000006,100000007,100000002
7/29/2014,open,locked,Shirley Weise,na,Active,Employee,North Central Positronics,API v2.0 update,5.75,Meeting,190,10,1512615,1057447,100000003,100000010,100000007,100000002
7/10/2014,open,locked,Claudia Mendes,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,4.75,Meeting,190,10,1054406,1229426,100000003,100000013,100000007,100000002
7/7/2014,open,locked,Stephen Harmon,na,Active,Employee,Sirius Cybernetics Corp.,API v2.0 update,5.5,Meeting,190,10,1413507,1015955,100000003,100000013,100000007,100000002
7/3/2014,open,locked,Claudia Mendes,na,Active,Employee,Western Gas & Electric,Project Molybdenum,2.25,Meeting,190,10,1572175,1413455,100000003,100000008,100000001,100000002
8/31/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,Fall marketing campaign,0,Meeting,190,10,1852793,1933596,100000003,100000011,100000012,100000002
8/19/2014,open,locked,William Borden,na,Active,Employee,North Central Positronics,Project Molybdenum,3.25,Meeting,190,10,1340034,1435004,100000003,100000010,100000001,100000002
6/27/2014,open,locked,Paul Pilkington,na,Active,Employee,Western Gas & Electric,Project Molybdenum,3.5,Meeting,190,10,1912297,1515332,100000003,100000008,100000001,100000002
8/20/2014,open,locked,Stephen Harmon,na,Active,Employee,QWERTY Logistics,New product lineup,0,Meeting,190,10,1972999,1506858,100000003,100000011,100000009,100000002
7/3/2014,open,locked,Paul Pilkington,na,Active,Employee,Mammoth Pictures,API v2.0 update,0.5,Meeting,190,10,1623302,1556972,100000003,100000006,100000007,100000002
6/26/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Mammoth Pictures,New product lineup,5.75,Meeting,190,10,1998545,1463391,100000003,100000006,100000009,100000002
7/22/2014,open,locked,Michael Bonner,na,Active,Employee,Nakatomi Trading Corp.,Fall marketing campaign,0,Meeting,190,10,1303285,1926627,100000003,100000000,100000012,100000002
8/1/2014,open,locked,Stephen Harmon,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,2.5,Meeting,190,10,1701748,1985919,100000003,100000013,100000001,100000002
6/26/2014,open,locked,Michael Bonner,na,Active,Employee,Mammoth Pictures,New product lineup,0.75,Meeting,190,10,1676461,1078497,100000003,100000006,100000009,100000002
8/5/2014,open,locked,Claudia Mendes,na,Active,Employee,Western Gas & Electric,Cloud migration,2.75,Meeting,190,10,1364426,1371142,100000003,100000008,100000014,100000002
7/4/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,Fall marketing campaign,2.25,Meeting,190,10,1403999,1226935,100000003,100000011,100000012,100000002
7/18/2014,open,locked,Paul Pilkington,na,Active,Employee,North Central Positronics,Project Molybdenum,4.75,Meeting,190,10,1596096,1492533,100000003,100000010,100000001,100000002
7/14/2014,open,locked,Paul Pilkington,na,Active,Employee,Mammoth Pictures,Cloud migration,4.25,Meeting,190,10,1112870,1577962,100000003,100000006,100000014,100000002
7/7/2014,open,locked,William Borden,na,Active,Employee,QWERTY Logistics,API v2.0 update,4.25,Meeting,190,10,1688202,1344976,100000003,100000011,100000007,100000002
6/22/2014,open,locked,William Borden,na,Active,Employee,Western Gas & Electric,API v2.0 update,5.5,Meeting,190,10,1968648,1203357,100000003,100000008,100000007,100000002
7/3/2014,open,locked,Claudia Mendes,na,Active,Employee,North Central Positronics,Fall marketing campaign,4.25,Meeting,190,10,1619874,1040131,100000003,100000010,100000012,100000002
6/28/2014,open,locked,Shirley Weise,na,Active,Employee,Nakatomi Trading Corp.,Payroll integration,2.75,Meeting,190,10,1349422,1003084,100000003,100000000,100000005,100000002
7/28/2014,open,locked,Stephen Harmon,na,Active,Employee,Mammoth Pictures,Cloud migration,1,Meeting,190,10,1575673,1216375,100000003,100000006,100000014,100000002
7/7/2014,open,locked,Ray Price,na,Active,Employee,Stark Industries,Project Molybdenum,0,Meeting,190,10,1863537,1267745,100000003,100000004,100000001,100000002
6/6/2014,open,locked,Paul Pilkington,na,Active,Employee,Stark Industries,Cloud migration,1.5,Meeting,190,10,1898725,1330369,100000003,100000004,100000014,100000002
6/15/2014,open,locked,Jackie Winfield,na,Active,Employee,Nakatomi Trading Corp.,New product lineup,5.75,Meeting,190,10,1951250,1433875,100000003,100000000,100000009,100000002
8/5/2014,open,locked,Jackie Winfield,na,Active,Employee,Sirius Cybernetics Corp.,Payroll integration,2.5,Meeting,190,10,1426504,1586850,100000003,100000013,100000005,100000002
7/20/2014,open,locked,Shirley Weise,na,Active,Employee,Stark Industries,New product lineup,2.5,Meeting,190,10,1705218,1584290,100000003,100000004,100000009,100000002
8/1/2014,open,locked,Michael Bonner,na,Active,Employee,Sirius Cybernetics Corp.,New product lineup,3.5,Meeting,190,10,1849722,1030440,100000003,100000013,100000009,100000002
7/30/2014,open,locked,William Borden,na,Active,Employee,North Central Positronics,Export feature,4.25,Meeting,190,10,1681152,1513814,100000003,100000010,100000015,100000002
6/19/2014,open,locked,William Borden,na,Active,Employee,Mammoth Pictures,Payroll integration,1.25,Meeting,190,10,1800015,1533917,100000003,100000006,100000005,100000002
8/7/2014,open,locked,Michael Bonner,na,Active,Employee,North Central Positronics,API v2.0 update,2,Meeting,190,10,1939884,1455830,100000003,100000010,100000007,100000002
7/11/2014,open,locked,Claudia Mendes,na,Active,Employee,QWERTY Logistics,Cloud migration,0.5,Meeting,190,10,1217588,1946247,100000003,100000011,100000014,100000002
7/6/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,Cloud migration,5.75,Meeting,190,10,1293576,1505367,100000003,100000011,100000014,100000002
7/10/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Sirius Cybernetics Corp.,Project Molybdenum,0.25,Meeting,190,10,1801186,1997938,100000003,100000013,100000001,100000002
6/12/2014,open,locked,Shirley Weise,na,Active,Employee,Western Gas & Electric,Payroll integration,0.75,Meeting,190,10,1734216,1422666,100000003,100000008,100000005,100000002
8/2/2014,open,locked,Jackie Winfield,na,Active,Employee,Stark Industries,Payroll integration,0.75,Meeting,190,10,1201476,1580333,100000003,100000004,100000005,100000002
7/9/2014,open,locked,Stephen Harmon,na,Active,Employee,North Central Positronics,API v2.0 update,3,Meeting,190,10,1996583,1599737,100000003,100000010,100000007,100000002
6/29/2014,open,locked,Gregory Standifer,na,Active,Employee,North Central Positronics,Cloud migration,3.75,Meeting,190,10,1351499,1980949,100000003,100000010,100000014,100000002
7/27/2014,open,locked,Michael Bonner,na,Active,Employee,Nakatomi Trading Corp.,New product lineup,4,Meeting,190,10,1162643,1756793,100000003,100000000,100000009,100000002
8/5/2014,open,locked,Gregory Standifer,na,Active,Employee,Mammoth Pictures,Payroll integration,1.25,Meeting,190,10,1601703,1946303,100000003,100000006,100000005,100000002
8/30/2014,open,locked,Jackie Winfield,na,Active,Employee,Western Gas & Electric,Payroll integration,5.75,Meeting,190,10,1896129,1039741,100000003,100000008,100000005,100000002
6/19/2014,open,locked,Gregory Standifer,na,Active,Employee,QWERTY Logistics,Project Molybdenum,0,Meeting,190,10,1524237,1281319,100000003,100000011,100000001,100000002
7/24/2014,open,locked,Michael Bonner,na,Active,Employee,North Central Positronics,Fall marketing campaign,3,Meeting,190,10,1900019,1895673,100000003,100000010,100000012,100000002
8/1/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Nakatomi Trading Corp.,Export feature,0.5,Meeting,190,10,1173382,1187311,100000003,100000000,100000015,100000002
6/7/2014,open,locked,Elizabeth Stewart,na,Active,Employee,QWERTY Logistics,Export feature,2.75,Meeting,190,10,1978710,1978709,100000003,100000011,100000015,100000002
7/4/2014,open,locked,William Borden,na,Active,Employee,Nakatomi Trading Corp.,Export feature,4.5,Meeting,190,10,1491475,1812466,100000003,100000000,100000015,100000002
8/12/2014,open,locked,Shirley Weise,na,Active,Employee,Western Gas & Electric,Export feature,3.25,Meeting,190,10,1904259,1479722,100000003,100000008,100000015,100000002
6/4/2014,open,locked,Claudia Mendes,na,Active,Employee,Stark Industries,Export feature,0.5,Meeting,190,10,1001334,1425659,100000003,100000004,100000015,100000002
8/13/2014,open,locked,Gregory Standifer,na,Active,Employee,Stark Industries,New product lineup,4.75,Meeting,190,10,1880130,1826662,100000003,100000004,100000009,100000002
7/15/2014,open,locked,Jackie Winfield,na,Active,Employee,Stark Industries,Cloud migration,4.75,Meeting,190,10,1283559,1642865,100000003,100000004,100000014,100000002
8/29/2014,open,locked,William Borden,na,Active,Employee,Stark Industries,API v2.0 update,1.25,Meeting,190,10,1221392,1539434,100000003,100000004,100000007,100000002
6/9/2014,open,locked,Elizabeth Stewart,na,Active,Employee,Stark Industries,Project Molybdenum,1,Meeting,190,10,1714750,1417759,100000003,100000004,100000001,100000002
7/2/2014,open,locked,Gregory Standifer,na,Active,Employee,North Central Positronics,API v2.0 update,3.75,Meeting,190,10,1880232,1499843,100000003,100000010,100000007,100000002
